"ai_tool","user_type","experience_level","industry","primary_use_case","satisfaction_score","failure_reason"
"Perplexity AI","Freelancer","Intermediate","Government","Coding",1.72,"Tool limitation"
"Gemini","Senior Developer","Intermediate","Tech","Learning",1.8,"Connection issues"
"Qwen","Startup Founder","Intermediate","Healthcare","Research",1.77,"Tool limitation"
"Runway ML","Senior Developer","Intermediate","Media","Coding",1.36,"Low accuracy"
"Runway ML","DevOps Engineer","Intermediate","Retail","Learning",2.22,"Tool limitation"
"GPT-4","Product Manager","Expert","Retail","Learning",2.43,"Low accuracy"
"LLaMA","Student","Intermediate","Energy","Translation",1.15,"Low accuracy"
"TensorFlow","Lawyer","Beginner","Legal","Design",1.54,"Tool limitation"
"Perplexity AI","Government Worker","Expert","Healthcare","Learning",2.03,"Wrong output"
"DALL-E","Lawyer","Advanced","Transportation","Learning",1.89,"Connection issues"
"Microsoft Copilot","Business Owner","Expert","Manufacturing","Content Writing",1.1,"Tool limitation"
"Hugging Face","Product Manager","Intermediate","Manufacturing","Automation",1.84,"Low accuracy"
"Jasper","Marketer","Intermediate","Legal","Video Creation",1.59,"Slow response"
"DALL-E","Researcher","Advanced","Transportation","Customer Support",2.33,"Low accuracy"
"Gemini","Freelancer","Intermediate","Energy","Learning",2.11,"Wrong output"
"Qwen","Junior Dev","Expert","Government","Coding",1.27,"Low accuracy"
"Qwen","Business Owner","Intermediate","Energy","Translation",1.23,"Low accuracy"
"ElevenLabs","Business Owner","Beginner","Education","Customer Support",1.09,"Connection issues"
"Codeium","ML Engineer","Advanced","Media","Data Analysis",1.96,"Low accuracy"
"Perplexity AI","DevOps Engineer","Beginner","Legal","Customer Support",2.08,"Connection issues"
"TensorFlow","Lawyer","Expert","Agriculture","Customer Support",1.39,"Low accuracy"
"Codeium","Lawyer","Beginner","Tech","Content Writing",1.25,"Low accuracy"
"GPT-5","Designer","Beginner","Finance","Customer Support",2.49,"Tool limitation"
"Boston Dynamics AI","Data Analyst","Beginner","Finance","Automation",2.12,"Low accuracy"
"Figma AI","Designer","Advanced","Legal","Design",2.4,"Connection issues"
"LangChain","Lawyer","Beginner","Legal","Research",1.62,"Tool limitation"
"Copy.ai","Product Manager","Advanced","Education","Research",1.63,"Tool limitation"
"Tabnine","Data Analyst","Advanced","Government","Video Creation",2.41,"Low accuracy"
"Mistral","Startup Founder","Advanced","Energy","Learning",1.11,"Slow response"
"GPT-5","Product Manager","Intermediate","Tech","Learning",2.31,"Slow response"
"DataRobot","Non-Tech User","Beginner","Transportation","Research",2.26,"Slow response"
"Tabnine","Designer","Beginner","Government","Translation",1.73,"Tool limitation"
"Qwen","Non-Tech User","Beginner","Energy","Marketing",1.88,"Connection issues"
"ElevenLabs","Senior Developer","Advanced","Healthcare","Video Creation",2.1,"Slow response"
"Duolingo Max","Data Analyst","Beginner","Energy","Customer Support",2.31,"Tool limitation"
"Claude","Student","Beginner","Education","Marketing",1.16,"Connection issues"
"IBM Watson","Non-Tech User","Advanced","Media","Coding",2.08,"Low accuracy"
"Qwen","Cybersecurity Analyst","Expert","Healthcare","Automation",1.17,"Tool limitation"
"LLaMA","ML Engineer","Advanced","Manufacturing","Design",2.19,"Tool limitation"
"LLaMA","ML Engineer","Advanced","Retail","Content Writing",2.25,"Slow response"
"Duolingo Max","DevOps Engineer","Advanced","Energy","Data Analysis",1.93,"Tool limitation"
"Microsoft Copilot","Lawyer","Expert","Healthcare","Translation",1.9,"Slow response"
"Microsoft Copilot","Researcher","Expert","Legal","Customer Support",1.6,"Slow response"
"BloombergGPT","Designer","Expert","Healthcare","Video Creation",2.58,"Connection issues"
"GPT-4","Senior Developer","Beginner","Retail","Marketing",1.16,"Tool limitation"
"Tableau AI","Marketer","Advanced","Manufacturing","Translation",1.24,"Slow response"
"Claude","Startup Founder","Intermediate","Healthcare","Customer Support",2.31,"Connection issues"
"Copy.ai","Doctor","Advanced","Tech","Coding",2.4,"Connection issues"
"DALL-E","Lawyer","Intermediate","Government","Content Writing",1.69,"Wrong output"
"ElevenLabs","Junior Dev","Expert","Retail","Learning",2.49,"Low accuracy"
"GrammarlyGO","Non-Tech User","Beginner","Manufacturing","Content Writing",1.8,"Wrong output"
"DALL-E","Doctor","Expert","Manufacturing","Research",1.32,"Tool limitation"
"Synthesia","Product Manager","Beginner","Finance","Customer Support",2.53,"Wrong output"
"Devin","Business Owner","Advanced","Finance","Data Analysis",1.1,"Tool limitation"
"Canva AI","Non-Tech User","Expert","Tech","Translation",2.14,"Low accuracy"
"AlphaFold","Cybersecurity Analyst","Expert","Manufacturing","Content Writing",2.19,"Low accuracy"
"Mistral","Business Owner","Intermediate","Tech","Customer Support",1.59,"Tool limitation"
"DataRobot","Senior Developer","Advanced","Agriculture","Research",1.58,"Slow response"
"GrammarlyGO","Non-Tech User","Advanced","Transportation","Design",2.58,"Tool limitation"
"Cohere","Government Worker","Intermediate","Finance","Automation",2.01,"Wrong output"
"Mistral","DevOps Engineer","Intermediate","Finance","Design",1.06,"Wrong output"
"Falcon","Freelancer","Expert","Education","Learning",1.47,"Tool limitation"
"Midjourney","Senior Developer","Intermediate","Retail","Coding",1.61,"Low accuracy"
"TensorFlow","Content Creator","Intermediate","Energy","Translation",2.5,"Low accuracy"
"Duolingo Max","Researcher","Advanced","Tech","Coding",1.63,"Slow response"
"Kensho","Non-Tech User","Advanced","Government","Content Writing",1.65,"Low accuracy"
"GPT-5","Junior Dev","Beginner","Agriculture","Coding",1.81,"Slow response"
"Gemini","Product Manager","Expert","Energy","Content Writing",1.44,"Connection issues"
"DeepSeek","Government Worker","Expert","Agriculture","Marketing",2.37,"Wrong output"
"Qwen","Junior Dev","Intermediate","Education","Learning",1.12,"Slow response"
"Power BI Copilot","Business Owner","Intermediate","Agriculture","Content Writing",2.2,"Tool limitation"
"Kensho","Government Worker","Intermediate","Education","Translation",2.06,"Connection issues"
"LangChain","Government Worker","Advanced","Manufacturing","Data Analysis",1.63,"Connection issues"
"GPT-5","Designer","Advanced","Government","Customer Support",2.12,"Tool limitation"
"AutoGPT","Freelancer","Expert","Transportation","Translation",1.98,"Low accuracy"
"Claude","DevOps Engineer","Intermediate","Energy","Design",2.13,"Wrong output"
"Perplexity AI","Teacher","Advanced","Retail","Customer Support",2.08,"Connection issues"
"DALL-E","Content Creator","Intermediate","Manufacturing","Marketing",1.55,"Low accuracy"
"LLaMA","Lawyer","Intermediate","Legal","Data Analysis",2.2,"Slow response"
"Synthesia","Startup Founder","Expert","Education","Data Analysis",1.48,"Low accuracy"
"Microsoft Copilot","Senior Developer","Beginner","Retail","Data Analysis",2.1,"Connection issues"
"Qwen","Marketer","Beginner","Retail","Video Creation",2.02,"Tool limitation"
"Notion AI","Researcher","Expert","Agriculture","Automation",2.53,"Connection issues"
"Power BI Copilot","Doctor","Intermediate","Manufacturing","Research",2.51,"Connection issues"
"Falcon","Researcher","Advanced","Energy","Data Analysis",1.74,"Tool limitation"
"DataRobot","Marketer","Advanced","Finance","Coding",2.22,"Tool limitation"
"GrammarlyGO","Junior Dev","Intermediate","Transportation","Coding",1.78,"Tool limitation"
"AutoGPT","Marketer","Beginner","Education","Research",1.43,"Low accuracy"
"Falcon","Non-Tech User","Advanced","Government","Translation",1.26,"Slow response"
"DataRobot","Data Analyst","Expert","Transportation","Design",2.56,"Low accuracy"
"DeepSeek","Designer","Expert","Transportation","Translation",2.23,"Connection issues"
"Jasper","DevOps Engineer","Expert","Media","Marketing",1.53,"Tool limitation"
"Elicit","ML Engineer","Advanced","Transportation","Learning",2.53,"Wrong output"
"HeyGen","Doctor","Intermediate","Tech","Translation",1.03,"Connection issues"
"DataRobot","Cybersecurity Analyst","Advanced","Tech","Content Writing",1.57,"Tool limitation"
"Jasper","Government Worker","Intermediate","Media","Data Analysis",1.28,"Low accuracy"
"Whisper","Cybersecurity Analyst","Advanced","Legal","Coding",1.62,"Wrong output"
"Duolingo Max","Business Owner","Intermediate","Manufacturing","Design",2.16,"Tool limitation"
"GPT-5","DevOps Engineer","Advanced","Energy","Content Writing",2.28,"Connection issues"
"Codeium","DevOps Engineer","Expert","Transportation","Coding",1.34,"Tool limitation"
"PyTorch","Data Analyst","Beginner","Transportation","Coding",1.11,"Wrong output"
"Copy.ai","Government Worker","Intermediate","Agriculture","Learning",2.26,"Wrong output"
"Grok","ML Engineer","Beginner","Education","Marketing",1.69,"Low accuracy"
"Deepgram","Content Creator","Advanced","Education","Marketing",1.52,"Slow response"
"Whisper","Non-Tech User","Expert","Tech","Content Writing",1.28,"Wrong output"
"Canva AI","Government Worker","Beginner","Transportation","Research",1.73,"Slow response"
"Claude","Doctor","Intermediate","Finance","Learning",2.16,"Connection issues"
"Perplexity AI","Freelancer","Advanced","Manufacturing","Research",1.6,"Tool limitation"
"BloombergGPT","Freelancer","Advanced","Tech","Design",1.09,"Tool limitation"
"GitHub Copilot","Student","Intermediate","Finance","Coding",2.5,"Slow response"
"Qwen","Lawyer","Expert","Finance","Customer Support",1.46,"Slow response"
"GPT-4","Designer","Advanced","Finance","Learning",2.27,"Low accuracy"
"Kensho","Cybersecurity Analyst","Intermediate","Tech","Video Creation",1.78,"Low accuracy"
"Power BI Copilot","Researcher","Intermediate","Education","Data Analysis",1.54,"Low accuracy"
"Copy.ai","Doctor","Advanced","Government","Design",1.28,"Connection issues"
"Whisper","Junior Dev","Advanced","Media","Customer Support",2.25,"Slow response"
"GrammarlyGO","Designer","Expert","Media","Video Creation",1.54,"Slow response"
"GPT-4","DevOps Engineer","Expert","Media","Automation",2.48,"Wrong output"
"Stable Diffusion","Senior Developer","Advanced","Legal","Coding",1.64,"Slow response"
"Microsoft Copilot","Product Manager","Expert","Education","Translation",1.77,"Slow response"
"Claude","Government Worker","Beginner","Energy","Learning",1.72,"Slow response"
"Hugging Face","Content Creator","Advanced","Energy","Customer Support",1.78,"Connection issues"
"Perplexity AI","Content Creator","Intermediate","Education","Translation",1.56,"Wrong output"
"ElevenLabs","Content Creator","Intermediate","Healthcare","Design",1,"Low accuracy"
"Canva AI","Designer","Expert","Agriculture","Customer Support",2.23,"Wrong output"
"Hugging Face","Business Owner","Beginner","Manufacturing","Coding",2.01,"Connection issues"
"Tableau AI","Teacher","Beginner","Retail","Design",1.62,"Wrong output"
"Copy.ai","Marketer","Expert","Government","Customer Support",1.45,"Tool limitation"
"Boston Dynamics AI","Doctor","Expert","Healthcare","Content Writing",2.56,"Connection issues"
"GPT-5","ML Engineer","Beginner","Retail","Learning",1.85,"Tool limitation"
"Canva AI","Content Creator","Beginner","Media","Customer Support",1.7,"Connection issues"
"DALL-E","Student","Intermediate","Tech","Customer Support",1.22,"Low accuracy"
"Gemini","Product Manager","Expert","Government","Design",1.46,"Tool limitation"
"DataRobot","Marketer","Intermediate","Legal","Automation",2.06,"Slow response"
"ElevenLabs","Student","Advanced","Media","Content Writing",1.99,"Connection issues"
"Perplexity AI","Product Manager","Expert","Transportation","Design",2.15,"Low accuracy"
"Kensho","Data Analyst","Intermediate","Government","Design",1.69,"Wrong output"
"Elicit","Designer","Beginner","Government","Research",2.09,"Slow response"
"Falcon","Doctor","Advanced","Manufacturing","Video Creation",2.57,"Low accuracy"
"PyTorch","Doctor","Advanced","Education","Automation",2.07,"Connection issues"
"Kensho","Product Manager","Expert","Media","Customer Support",1.25,"Low accuracy"
"LLaMA","Cybersecurity Analyst","Beginner","Finance","Automation",1.78,"Slow response"
"Figma AI","Designer","Beginner","Transportation","Automation",1.46,"Slow response"
"GitHub Copilot","DevOps Engineer","Advanced","Finance","Content Writing",2.56,"Tool limitation"
"GitHub Copilot","Government Worker","Intermediate","Media","Content Writing",2.52,"Low accuracy"
"Qwen","Cybersecurity Analyst","Expert","Healthcare","Design",1.57,"Low accuracy"
"Runway ML","Marketer","Intermediate","Finance","Data Analysis",1.94,"Connection issues"
"Codeium","ML Engineer","Expert","Education","Learning",1.69,"Connection issues"
"GitHub Copilot","Product Manager","Expert","Energy","Translation",1.12,"Slow response"
"ElevenLabs","Freelancer","Expert","Energy","Video Creation",1.87,"Slow response"
"AlphaFold","Business Owner","Intermediate","Education","Translation",1.8,"Slow response"
"AlphaFold","Doctor","Intermediate","Legal","Coding",1.52,"Slow response"
"GPT-4","Teacher","Intermediate","Media","Content Writing",2.51,"Tool limitation"
"Hugging Face","DevOps Engineer","Beginner","Legal","Research",1.54,"Slow response"
"Qwen","DevOps Engineer","Expert","Transportation","Video Creation",1.86,"Connection issues"
"GrammarlyGO","Marketer","Intermediate","Transportation","Content Writing",2.49,"Wrong output"
"DataRobot","Teacher","Expert","Education","Coding",2.55,"Slow response"
"Notion AI","Student","Intermediate","Education","Video Creation",2.26,"Low accuracy"
"ElevenLabs","Designer","Advanced","Education","Content Writing",2.03,"Wrong output"
"IBM Watson","ML Engineer","Intermediate","Energy","Marketing",2.26,"Slow response"
"AutoGPT","Business Owner","Expert","Finance","Customer Support",1.67,"Low accuracy"
"Stable Diffusion","Data Analyst","Beginner","Healthcare","Automation",1.04,"Connection issues"
"BloombergGPT","Business Owner","Advanced","Media","Marketing",1.52,"Slow response"
"Notion AI","Government Worker","Beginner","Media","Video Creation",2.19,"Connection issues"
"DALL-E","ML Engineer","Intermediate","Healthcare","Data Analysis",1.84,"Tool limitation"
"Canva AI","Student","Beginner","Education","Automation",1.03,"Low accuracy"
"IBM Watson","Business Owner","Expert","Healthcare","Video Creation",1.12,"Slow response"
"Grok","Senior Developer","Advanced","Media","Marketing",1.2,"Wrong output"
"Khanmigo","Teacher","Beginner","Healthcare","Data Analysis",1.69,"Wrong output"
"Devin","Lawyer","Beginner","Transportation","Data Analysis",2.3,"Slow response"
"Perplexity AI","Lawyer","Expert","Media","Marketing",1.43,"Tool limitation"
"Figma AI","Doctor","Advanced","Tech","Content Writing",1.84,"Tool limitation"
"Tableau AI","Teacher","Expert","Finance","Design",1.58,"Wrong output"
"Deepgram","Student","Expert","Media","Content Writing",2.26,"Low accuracy"
"Codeium","Lawyer","Expert","Legal","Design",2.57,"Wrong output"
"PyTorch","Lawyer","Intermediate","Media","Automation",1.56,"Tool limitation"
"Figma AI","Teacher","Beginner","Government","Design",1.93,"Slow response"
"Runway ML","Government Worker","Beginner","Transportation","Customer Support",1.09,"Connection issues"
"Whisper","Startup Founder","Intermediate","Tech","Data Analysis",1.25,"Low accuracy"
"Duolingo Max","ML Engineer","Expert","Retail","Video Creation",1.04,"Slow response"
"TensorFlow","Lawyer","Intermediate","Legal","Content Writing",2.09,"Wrong output"
"DataRobot","Marketer","Expert","Transportation","Design",1.06,"Tool limitation"
"GitHub Copilot","Teacher","Expert","Retail","Learning",1.57,"Tool limitation"
"Falcon","Doctor","Advanced","Finance","Data Analysis",2.05,"Low accuracy"
"GitHub Copilot","Junior Dev","Advanced","Tech","Coding",2.54,"Slow response"
"LLaMA","Senior Developer","Advanced","Manufacturing","Data Analysis",1.12,"Wrong output"
